"It includes 7 songs about imagination and love.\"";5000;come-on-a-journey-with-us-to-never-land;;AU;AUD;1398290220;1398290220;1395656779;1395698220;0;0;;
kkst858865800;Electric Objects: A Computer Made for Art;A framed high-definition screen and integrated computer that hangs on your wall and brings art from the Internet into your home.;25000;electric-objects-a-computer-made-for-art;;US;USD;1407422151;1407422151;1398954860;1404830151;2246;1
kkst1734064359;Limitless;A Hip Hop smoothie blended with BIG DRUMS, melodic elements, fresh flows,& superb lyrical content.;20000;limitless;;US;USD;1407422153;1407422153;1386277728;1404830153;0;0
kkst2007627781;Jenny On The Road (Canceled);Nothing behind me;everything ahead of me;"as is ever so on the road.\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"\"";6000;jenny-on-the-road;;US;USD;1407422439;1405007899;1404659469;1404830439
kkst4537952;Pass the Note, the Lizard's Loose;Children's book that actually happened in my elementary classroom.  Lizard got loose while I was teaching. A note was passed.;6000;pass-the-note-the-lizards-loose;;US;USD;1407422460;1407422460;1404830524;1404858054;9;0
kkst724265434;thinktank: website of twitter creative communication shows;thinktank is creative communication through interactive storytelling: we want to create, publish, share the content in website format;7500;thinktank-website-of-twitter-creative-communicatio;;GB;GBP;1407422544;1407422545;1401384400;1404830544;1;0
kkst220111678;Drummer needs to Drum!;Help! I play drums but have NOWHERE to practice and want to build a rehearsal room from scratch!!;5000;drummer-needs-to-drum;;AU;AUD;1407423572;1407423612;1404827827;1404831572;1;0
kkst1726493661;TOC Go Bag;A bag with all the gear you need to keep yourself and your community safe in the aftermath of a natural disaster;1e+05;toc-go-bag;;US;USD;1407423615;1407423615;1341630989;1404831615;529;1
kkst606906340;Get This Girl a Laptop;Havent had a proper laptop in nearly half a decade. Mostly because its been too much fun being offline, and figuring out how to be.;1400;get-this-girl-a-laptop-or-face-wash;;US;USD;1407423761;1404911896;1404824635;1404831761;0;0
kkst91565903;Zen Toolworks Flexible 3D Printing Filament;Flexible 3D Printing Filaments from your trusted filament source, Zen Toolworks.;5000;zen-toolworks-flexible-3d-printing-filament;;US;USD;1407424078;1407424078;1402408565;1404832078;296;1
kkst2042840872;Blacksite Brewery;Blacksite Brewing Company is a Veteran owned & operated brewery in San Antonio TX. We're committed to delivering a great craft beer.;20000;blacksite-brewery;;US;USD;1407424163;1407424164;1401724402;1404832163;3;0
kkst1868890246;Record two top class tunes with Sinfiction;We want to take our music to the next level by recording our two latest singles in a top studio with a top producer.;7000;record-two-top-class-tunes-with-sinfiction;;GB;GBP;1407424269;1407424270;1396973373;1404832269;45;0
kkst46733359;Brandon Strader's new album, Drifting, and making s'mores!;I would like to make s'mores. I also want to make an original EP called Drifting.;5;make-smores;;US;USD;1407424291;1407424292;1404830514;1404832291;11;1
kkst1638879348;Be In My Book, Searching For Breakfast in Manhattan;Writing a work of fiction using the names of friends, family, followers and funders. It's called: Searching for Breakfast in Manhattan.;5000;the-next-great-novel-searching-for-breakfast-in-ma;;US;USD;1407424720;1407424720;1405876882;1406128720;0;0
kkst372347183;Spread recovery awareness to schools nationally;"\"I recently published  As Craig Sees It  on the Kindle store. Help me raise funds to publish a paperback version and spread awareness\"";7500;spread-recovery-awareness-to-schools-nationally;;US;USD;1407424781;1407424782;1404830921;1404832781;0;0
kkst487488670;Halp me bake great cookies (Canceled);cookies with bacon? mmmmm;;;;;;;;;;;
i will begin with chocolate chip;peanut butter & oatmeal cookies;"then i will explore bacon cookies.\"";50;halp-me-bake-great-cookies;;US;USD;1407425190;1405872008;1404790708;1404833190;1;0
kkst1433405735;I'm making beer;I'm making beer.  Way better than potato salad.;10;im-making-beer;;US;USD;1407425297;1407425297;1404832286;1404833297;2;1
kkst365170867;Flying Turds;#havingfunFTW;1000;flying-turds;;GB;GBP;1407425717;1407425717;1404712678;1404833717;1;0
kkst444165084;Bringing Art Back to Abbot Kinney Community w/Live Art Shows;Support Opening a LIVE Art Gallery to Share & Spread the Beauty of Art. Art is an Experience, it Inspires & Evokes. Join our Movement!;90000;londyn-art-gallery-spreading-light-energy-and-love;;US;USD;1407425814;1407425814;1404177628;1405093014;29;0
kkst587701647;I like beer (Canceled);I am trying to start a home brewery to brew beer.;110;i-like-beer;;US;USD;1407425961;1405888332;1404768723;1404833961;0;0
kkst802563810;DevMonster Designs;this is a group of people who do custom 3D designs. ie: Youtube intros, desktop backgrounds, profile picture, commercials, logos  etc.;3500;devmonster-designs;;US;USD;1407426176;1407426176;1402625406;1404834176;2;0
kkst1897031545;CompGear: High Performance Compression Shorts;High-intensity workouts don’t have to abuse your body. CompGear is designing compression shorts that protect athletes during workouts.;6000;compgear-high-performance-compression-shorts;;US;USD;1407426591;1407426593;1396973022;1404834591;73;1
kkst1923208345;Skandals expansion!;Skandals Revamp! I am expanding the business and need your help! This means new products, Skandals catalogue, and online store.;750;skandals-expansion;;AU;AUD;1407426885;1407426886;1404827844;1404834885;17;1
kkst1262065103;Created by EverMyHart;I create beautiful hand-painted glassware from my own original designs. I have everything from wine stems and decanters, to vases.;5000;created-by-evermyhart;;US;USD;1407426943;1407426944;1404831570;1404834943;2;0
kkst1245914797;The Chef Express Food Truck;I'm bringing passion, talent, and most importantly some amazing gourmet food to the streets of Lethbridge and southern Alberta.;35000;the-chef-express-food-truck;;CA;CAD;1407427009;1407427009;1404829315;1404835009;27;0
kkst568394861;E-Commerce Product Integration Platform;We are creating a product integration platform to help with products, stock levels and fulfillment.;8000;e-commerce-product-integration-platform;;US;USD;1407427024;1407427024;1404399016;1404835024;1;0
kkst1811191732;The Best Tech Reads On The iPad;We scour the web like crazy and find the best tech articles, news, and videos and link to them.;1000;were-not-making-potato-salad-we-run-a-website-and;;US;USD;1407427057;1407427057;1404751800;1404835057;22;1
kkst1619245352;Earl Pup;Tea for dogs with dogs;20000;earl-pup;;GB;GBP;1407427085;1407427085;1404818464;1404835085;1;0
kkst139375875;Snow cones Refresh;"\"Wow I'm making snow cones for fun memories.  I got one just for you.";5e+05;snow-cones-0;;US;USD;1407427140;1407427141;1404822213;1404931054;1;0
kkst1993835424;CPX | Max Power Min Size - Portable Battery Solution;Highest density Power Bank. 10200 mA Credit Card sized 0.8in thick. Dual head Integrated/Detachable Cable. Replaceable Battery Cell.;12500;cpx-max-power-min-size-portable-battery-solution;;US;USD;1407427140;1407427141;1389896708;1404922718;172;1
kkst262781361;Mouse Guard: Swords & Strongholds;A two-player board game from the Mouse Guard comics—for guardmice, patrons of the June Alley Inn and their fans.;18000;mouse-guard-swords-and-strongholds;;US;USD;1407427248;1407427248;1385570996;1404835248;1216;1
kkst1457525309;Momma's Granola (Canceled);"\"My mom makes homemade granola for her friends and coworkers. They want her to sell it but she needs a  kickstart . I'm surprising her!\"";15000;mommas-granola;;US;USD;1407427304;1404849214;1404747866;1404835304;0;0
kkst344590869;Two Girls One Cupcake Bakery;I have been baking cupcakes in my small apartment kitchen for 4+ years now and I would love to expand my small business!;5000;two-girls-one-cupcake-bakery;;US;USD;1407427316;1407427316;1404770077;1404835316;1;0
kkst88947859;My Wife Wants A Big Deck!!;It can't be a little deck, my wife only wants a big deck!! Please help us accomplish our goal to add a big deck to our back yard.;1000;my-wife-wants-a-big-deck;;US;USD;1407427435;1407427437;1404830284;1404835435;1;0
kkst203105608;Matt Ramsdale Personal Chef;How would you like a private chef to come around to your home, cook you a dinner party, clean up and even serve the food!;150;matt-ramsdale-personal-chef;;GB;GBP;1407427678;1407427678;1404688505;1404835678;0;0
kkst974824272;"\"Clothing for the  Fat Kid  at heart.\"";Clothing line that is dedicated to the love of food, humor, and especially BACON!  Natures true Super Food.;10000;clothing-for-the-fat-kid-at-heart;;US;USD;1407427726;1407427726;1403817230;1404835726;0;0
kkst1069114844;Potato Salad That's Better Than That Other Guy's;I've made potato salad before.  That other guy is just fumbling in the dark. Yes, mine is going to cost more, but it will be better.;15;potato-salad-thats-better-than-that-other-guys;;US;USD;1407427744;1407427744;1404774769;1404835744;1;0
kkst1652027713;Justin's Jerky;To create a jerky business that makes exotic and great flavors of jerky that nobody else in the WORLD can make;5000;justins-jerky;;US;USD;1407428075;1407428112;1404388605;1404836075;0;0
kkst1095670985;A Second Potato Salad for Zack's Kitchen;Basically, we just want to help Zack with his potato salad. We haven't decided how yet.;10;a-second-potato-salad-for-zacks-kitchen;;US;USD;1407428392;1407428392;1404770295;1404836392;0;0
kkst1532968088;Bitch (Canceled);"\"Forget about the Yo app. This is Bitch. Send an Aaron Paul like  Bitch  to anyone on your contact list. 'Nuff said.\"";50000;bitch;;CA;CAD;1407428397;1405436577;1404770105;1404836397;0;0
kkst458864046;Hand-crafted Jewelry (Canceled);Hand-crafted Jewelry, made to order by customer request.  All items are one of a kind.;4000;hand-crafted-jewelry;;US;USD;1407428400;1406130817;1404832145;1404937452;1;0
kkst1724863008;Our home motion sensor notifies you on your smartphone.;Our home motion sensor notifies you on your smartphone. You become your own alarm central.;5000;having-your-alarm-system-notify-you-on-your-smartp;;CA;CAD;1407428470;1407428470;1404779610;1404836470;0;0
kkst1443777158;Sergio's Home Brew Kit;I would like to bring my Mexican Heritage into a home brewed beer with cultural spices, fruits and even hot chocolate flavored beer.;350;sergios-home-brew-kit;;US;USD;1407428542;1407428542;1404778093;1404836542;1;0
kkst1493411775;Solar Hot Tub Kit - designs for distribution and accessories;Solar Hot Tub Kit is magic!  All solar design.  Accessories allow the use of excess and stored heat.  Kickstart solar hot tub savings.;275000;solar-hot-tub-kit-designs-for-distribution-and-acc;;US;USD;1407428783;1407428783;1404311884;1404836783;0;0
kkst1980748392;Danthres & Torin's second case: a Dragon Precinct story;"\"The 2nd case solved by Torin ban Wyvald & Danthres Tresyllione of the Cliff's End Castle Guard--sequel to  When the Magick Goes Away.";2000;danthres-and-torins-second-case-a-dragon-precinct;;US;USD;1407428802;1407428803;1404778489;1404836802;121;1
kkst715900654;Eleanora: The Forgotten Princess - A Short Film;Raised as heir to the throne, what would you do if everything was taken from you?;4000;eleanora-the-forgotten-princess-a-short-film;;US;USD;1407428957;1407429012;1396554694;1404836957;73;1
kkst332729549;Peanut Butter & Jelly;I love Peanut Butter & Jelly on plain white bread, but I never have all the ingredients. Get a PB&J for delicious consumption.;45;peanut-butter-and-jelly-0;;US;USD;1407429433;1407429433;1404835129;1404837433;5;1
kkst457149029;Wallet Art;Handmade wallets, uniquely made. Custom made to your individual style;1500;wallet-art;;US;USD;1407429659;1407429659;1404825711;1404837659;2;0
kkst536699349;Big Mac;Big Mac.;10;big-mac;;US;USD;1407429701;1407429701;1404834186;1404837701;2;1
kkst1938614274;The Adventures of Kayler Reid Comic (Canceled);The Adventures of Kayler Reid is a comic / e-comic about a guy who has autism and Telekinesis,;;;;;;;;;;;
"read as he makes friends and fallouts\"";1000;the-adventures-of-kayler-reid;;GB;GBP;1407429712;1405966944;1404746918;1404837712;0;0;;
kkst141332326;MyTree Networking Site - Paint the Portrait of Your Life;MyTree fuses all Networking sites to one, allowing users to view/edit/reply, and all from one site, but the best part, define you.;135000;mytree-paint-the-portrait-of-your-life;;US;USD;1407429792;1407429793;1404414677;1404837792;6;0
kkst2134693860;ROOM - Ultimate 'REAL-LIFE' Escape Room Game;Worldwide Famous Real-Life Escape Room Game is launching in the Los Angeles. The NEW Gaming Trend is Coming Soon with your support!;150000;the-room-ultimate-real-life-escape-room-game;;US;USD;1407430040;1407430040;1402434308;1404838040;17;0
kkst1177657414;Contrabass Flute Album (Canceled);The ultimate flute record. Flutes of all kind including the contrabass flute.;10000;contrabass-flute-exploration;;US;USD;1407430213;1405059128;1404775210;1404838213;0;0
kkst1454016014;Three Bean Salad;Because the problems of three little people(or #PotatoSalad) don't amount to a hill of beans in this crazy world!;10;three-bean-salad;;US;USD;1407430330;1407430330;1404835151;1404838330;0;0
kkst1287867698;HLynn Williams;Single mother of 1 with a dream. I want to make a demo to help better my chance at getting a record deal as a country music artist;8000;hlynn-williams;;US;USD;1407430364;1407430364;1404825398;1404838364;1;0
kkst1939844438;painting cool pictures;I paint with my family but I need some help getting supplies to branch out and paint things on my own!;75;painting-cool-pictures;;US;USD;1407430402;1407430402;1404676352;1404838402;2;0
kkst212010238;STABILYZER;An ergonomically designed camera stabilization system.;349000;stabilyzer-0;;US;USD;1407430813;1407430813;1402507811;1404838813;3;0
kkst1385556856;Cross road to a higher education;It started as a activity for me and my kids.. Now I'm selling cross for a down payment on a car to start my second semester in college!;500;cross-road-to-a-higher-education;;US;USD;1407430920;1407430920;1404838944;1405185266;0;0
kkst1400858053;Grilled Corn;Me and my friends really want to grill corn. We haven't yet decided on the type of heat source or condiments. No propane. Sorry Hank.;10;grilled-corn;;US;USD;1407430936;1407430936;1404758675;1404838936;4;1
kkst1400663553;I want to surprise my girlfriend with a holiday to Rome;I want to surprise my girlfriend of two years with a nice holiday. She deserves it. I will take photo's of us having a nice time :);1000;i-want-to-surprise-my-girlfriend-with-a-holiday-to;;GB;GBP;1407430944;1407430944;1404837066;1404838944;2;0
kkst219166581;HIT: breakthrough Motion and Light Rendering Cluster;Mind Blowing!  Capture unseen Light and Motion in video.;;;;;;;;;;;
"Have you ever wanted to see something paranormal? Nothing can hide from this!\"";49999;hit-breakthrough-motion-and-light-rendering-cluste;;US;USD;1407430985;1407430985;1404270252;1404838985;1;0;;
kkst1475274867;Eazi Gaming (Canceled);I want to be able to bring you the best videos I can but I need to right tools to do that for all my fans and viewers.;500;eazi-gaming;;US;USD;1407431071;1406227452;1404603827;1404839071;0;0
kkst56400664;Guacamole;I just want to make guac for my coworkers and anyone else who might enjoy it.;20;guacamole-1;;US;USD;1407431166;1407431166;1404789396;1404839166;0;0
kkst150415080;Drone Build Mark 1;Since I can't afford to buy a high tech ready to fly quad-copter with aerial camera drone I am going to attempt to build my own;100;drone-build-mark-1;;US;USD;1407431168;1407431168;1404828025;1404839168;2;0
kkst521158478;Jungo - Chat anonymously with the strangers around you;Exploring a new part of town? Ask or say whatever you want, wherever you are to get an immediate response from those within the area.;10000;jungo-chat-anonymously-with-the-strangers-around-y;;CA;CAD;1407431229;1405020299;1404826363;1404839229;2;0
kkst1697587786;Beer;Beer, Beer, and Beer!  Who wants beer?!;25000;beer;;US;USD;1407431241;1407431241;1404824639;1404839241;2;0
kkst1734880061;An afternoon with Cezanne;Exploring the idea that the spacial relationship between the objects being painted is more important than the objects themselves.;12000;an-afternoon-with-cezanne;;US;USD;1407431272;1407431272;1404184266;1404839272;1;0
kkst843444217;Slither AKA Snake Game;Slither is a project that will recreate the classic 80's game ASP/Snake/Nibbles, with a twist. Thank you for your support!;10000;slither-aka-snake-game;;US;USD;1407431314;1407431314;1404750083;1404839314;2;0
kkst410321458;Makin Bacon;I will buy Bacon and make it, you may be surprised how.;25;makin-bacon;;US;USD;1407431361;1407431361;1404787578;1404839361;0;0
kkst1232365162;One Fast Cat - Exercise Wheel;House cats possess a natural hunting instinct, and this product helps them expend that pent up energy. It's an exercise wheel for cats!;10000;one-fast-cat-exercise-wheel;;US;USD;1407431462;1407431462;1404322164;1404839462;1816;1
kkst1632995284;Nutella covered Bacon;I need just a tad bit of money to buy the supplies to make this glorious feast.;8;nutella-covered-bacon;;US;USD;1407431544;1407431544;1404780237;1404839544;1;0
kkst1753063015;Toughen up this Jeep!;This is my husbands Jeep and it needs to look tough, just like him! He deserves it. Fellow Jeep Lovers Unite!;2000;toughen-up-this-jeep;;US;USD;1407431599;1407431599;1404834659;1404839599;5;0
kkst1610538276;It's Storytime!;An E-library for story time made to entertain parents too, without costing a lot of money. Sarcasm and social commentary for babies.;20000;mylibrary;;US;USD;1407432033;1407432033;1373379793;1404840033;2;0
kkst979971913;Pimped Out Pasta (Canceled);Pasta making for the young, dumb and poor. Love food but love money even more? Help me show you a kick ass pasta recipe.;10;pimped-out-pasta;;GB;GBP;1407432113;1405169265;1404802270;1404840113;0;0
kkst293004536;My Dream Design;A chance to design my life in a way never thought possible.;100;my-dream-design;;US;USD;1407432162;1407432162;1404617118;1404840162;2;0
kkst1916021579;a (Canceled);1;600;today-i-am-alive;;US;USD;1407432185;1404922427;1404824313;1404840185;0;0
kkst1335075403;Our Friday Nights In - A Short Story. (Suspended);Friday nights are the only night me and my S/O spend together, we order a take-away, sit back and relax to a film. Now I need a hand...;10;our-friday-nights-in-a-short-story;true;GB;GBP;1407432187;1405978449;1404831322;1404840187;2;0
kkst1906393611;Peanut butter and jelly (Canceled);I really like peanut butter and jelly. On anything. Usually bread though. Plain ol' white bread. I want to make some.;8;peanut-butter-and-jelly-1;;US;USD;1407432224;1405542171;1404828815;1404840224;0;0
kkst1263694878;Particule: A 2/3D mobile survival game WITH multiplayer!.;This project is designed to give the DayZ-like experience, on mobile. The game has multiplayer(30+p), campaign and survival mode.;1200;particule-a-2-3d-mobile-survival-game-with-multipl;;NL;EUR;1407432367;1407432367;1404765881;1404840367;2;1
kkst409359718;Just Imagine;Lets put a smile on that face of yours !;5000;just-imagine;;GB;GBP;1407432399;1407432399;1404726183;1404840399;0;0
kkst1721830506;KEEPUP - A SAFE , SMART and SECURE SOCIAL NETWORK (Canceled);KEEPUP is an innovative platform where you can feel SAFE , SMART and SECURE while social networking.;2e+06;keepup-the-internet-owns-you-time-to-own-the-inter;;US;USD;1407432418;1406013358;1404101426;1404926848;53;0
kkst352679920;"\"GregJonesBand  Featuring";And here it is...The GregJonesBand CD. Let's do it!;3000;gregjonesband-featuring;;US;USD;1407432540;1407432540;1403543262;1404869640;12;0
kkst1237790430;Delicious Organic Rasgullas- Energizing Sweet Snack;Indulge in this healthy, juicy unique delicious sweet to tantalize and energize you. Organic Rasgullas- www.organicrasgullas.com;500;delicious-organic-rasgullashealthy-and-non-gmo-swe;;US;USD;1407432586;1407432612;1404616866;1404840586;5;0
kkst1325568803;[86'd] Season 2;A restaurant comedy web series about actors working in restaurants to survive, made by actors working in restaurants to survive.;8000;86d-season-2-0;;US;USD;1407432606;1407432613;1403640330;1404840606;75;0
kkst1937628598;AutoSwappers - the alternative way to get your new car.;Autoswappers is the alternative way to get a new car. Swap it. You can still buy and sell them , of course.;5500;autoswappers-the-alternative-way-to-get-your-new-c;;GB;GBP;1407432641;1407432641;1404289830;1404840641;1;0
kkst120763289;Prissy Gypsy - A New Line of OOAK Beautiful Handmade Bags;Prissy Gypsy - my new product line of OOAK fabric art bag designs. Quality handcrafted & beautiful mix of vintage & modern materials.;800;prissy-gypsy-a-new-line-of-ooak-beautiful-handmade;;US;USD;1407432720;1407432720;1404839234;1404939630;2;0
kkst1612470743;Gaming Stream (Canceled);We want to get the equipment we need to be able to properly start a GOOD gaming stream to entertain viewers.;1000;gaming-stream;;GB;GBP;1407432896;1405107305;1404763410;1404840896;0;0
kkst336364923;It's Time For Pulled Pork;A book detailing the creation of some delicious pulled pork.;10;its-time-for-pulled-pork;;CA;CAD;1407433675;1407433675;1404835302;1404841675;0;0
kkst277662307;The Harris family makes film about our Bama to Montana trip.;Harris Family (Alabama) wants to film our Bama to Montana trip. Looks like a fun trip and I promise to make an AWESOME video!;2500;the-harris-family-makes-film-about-our-bama-to-mon;;US;USD;1407433691;1407433691;1404834759;1404841691;1;0
kkst1695801038;Laptop Fund for college and game development (Canceled);Hello. I'm currently working my way through college and need help getting a laptop to develop games on.;300;laptop-fund-for-college-and-game-development;;US;USD;1407433953;1406041965;1404748686;1404841953;2;0
kkst2109578921;The children of Cuzco, Peru (Canceled);Children of Peru.;550;the-children-of-cuzco-peru;;CA;CAD;1407434008;1405447655;1404764487;1404842008;1;0
kkst2136521514;Solarbeam (Official Music Video);Help us fund a professional music video directed by Chris Newhard, who has recently filmed Sia's Chandelier lyric video.;800;solarbeam-official-music-video;;US;USD;1407434103;1407434103;1404679027;1404842103;0;0
kkst328985886;Sharing through Art;You suggest an artist, they create a painting, a portion of the painting is given back to you and together we create community.;25000;sharing-through-art;;US;USD;1407434325;1407434326;1404740790;1404842325;0;0
kkst1709289720;The Ultimate Tiki Drink;In search of the ultimate tiki concoction of all time, the most amazing tropical elixir, this is the stuff dreams are made of.;500;the-ultimate-tiki-drink;;US;USD;1407434485;1407434485;1404450868;1404842485;1;0
kkst1912494154;Sweethaven Vintage Cupcake Trailer;SweetHaven Cupcakes is this small town girls dream and passion.;3000;sweethaven-vintage-cupcake-trailer;;US;USD;1407434802;1407434802;1404760816;1404842802;1;0
kkst1091001121;Best Last Year of College;It's my last year of college, I need to raise money for my final project, a video of my last year full of adventures!;5000;best-last-year-of-college;;CA;CAD;1407434998;1407434998;1404765752;1404843055;1;0
kkst288899635;Creating an All Natural Organic Products Line;I am creating an All Natural Products Organic Products line to help pay for family exspenses;1000;creating-an-all-natural-organic-products-line;;US;USD;1407435152;1407435152;1404838513;1404843176;3;0
kkst108113751;The C6 Arrowhead Carbon Fiber portable iPad / tablet stand;The C6 Arrowhead is an innovative Carbon Fiber portable tablet stand system that fits a variety of tablets- iPad, Galaxy, Nexus, Kindle;1000;the-c6-arrowhead-carbon-fiber-portable-ipad-tablet;;US;USD;1407435161;1407435161;1392479867;1404843161;27;0
kkst1552195105;Music video with my 3 year old;Help me make another music video with my 3 year old. We need better props than the $5 we spent at the dollar store.;30;music-video-with-my-3-year-old;;US;USD;1407435223;1407435223;1404757999;1404843223;2;0
kkst1777289107;"\"Pre-Order Sterling-Silver  Chicken on Nest  Necklace\"";"\"Pre-order my 1/2  sterling-silver  chicken on nest  necklace. The chicken opens up to reveal 3 gold-plated eggs. Totally adorable!\"";5000;pre-order-sterling-silver-chicken-on-nest-necklace;;US;USD;1407435430;1407435430;1403327285;1404843430;14;0
kkst1043264972;LET ME Music Video by IMAN OMARI.;A narrative art film that explores emotions of delight, despair + the fear of perpetuity between two lovers stuck in a time loop.;9000;let-me-music-video-by-iman-omari;;US;USD;1407435467;1407435468;1402282149;1404843467;30;0
kkst1866367106;Circle of Success;We are trying to raise money to build the greatest clothing brand California has ever seen! Help us get the funds to build the brand!;20000;circle-of-success;;US;USD;1407435764;1407435764;1393969476;1405621364;1;0
kkst710153903;Great Dessert and Pastry Recipes e-book!;We love desserts & pastries! Pledge $1 & submit your favorite dessert recipe and in return get a pdf e-book of everyone's recipes!;15;great-dessert-and-pastry-recipes;;US;USD;1407436048;1407436048;1404836258;1404844048;0;0
kkst719614724;The Perfect Mushroom Sauce;Imagine having the Perfect Mushroom Sauce to spread over your burger this weekend, or that great steak you wanna sink your teeth into!;12;the-perfect-mushroom-sauce;;US;USD;1407436140;1407436140;1404833396;1405126694;1;1
kkst1043936826;Help us re-design our small park;Please help our park equipment is rotten and we desperately need help  on a tight deadline;1000;redesign-our-small-park;;GB;GBP;1407436228;1407436232;1404720402;1404844228;5;0
kkst1633320409;Parthia Saffron - To your door one thread @ a time!;The worlds most expensive spice to your door one thread at a time!;4000;parthia-saffron-to-your-door-one-thread-a-time;;CA;CAD;1407436232;1407436232;1405310999;1405535432;6;0
kkst1968105427;Bigburdel's Youtube;Starting some series on youtube and need some new equipment.;2000;bigburdels-youtube;;US;USD;1407436311;1407436311;1404753277;1404844311;1;0
kkst1305040344;Knotted Blossoms;Beginning a home business of creating beautiful bouquet arrangements for bridal parties with love & solid workmanship.;600;knotted-blossoms;;US;USD;1407436429;1407436429;1404756812;1404844429;1;0
kkst265094656;wooden creations;I want to build some wooden crafts for the yard and inside the home.;1000;wooden-creations;;US;USD;1407436433;1407436433;1404767063;1404844433;1;0
kkst329860913;Ringway of Cyclones;MMORPG Sci-Fi punk, Unity Engine. For PC, Linux and Mac;8000;ringway-of-cyclones;;GB;GBP;1407436500;1407436502;1397655837;1403720974;5;0
kkst1493422117;WeArtists - New Music Video;We are going to film our first Official Music Video in order to get noticed by media and without YOU we won't do that! We need help!;4100;weartists-new-music-video;;CA;CAD;1407436716;1407436716;1403230645;1404844716;0;0
kkst17032852;He who dares.....;Want to write book about finding and meeting the 10 greatest sportsmen of all time by tracking them down and writing about the journey;30000;he-who-dares;;GB;GBP;1407436902;1407436902;1404841134;1404844902;1;0
kkst2092515466;Crambs : Let's Make Cupcakes;"\"For the  You never went to Crumbs anyways but you're all really sad about it now.  crowd. Let me make you a cupcake.\"";69;crambs-lets-make-cupcakes;;US;USD;1407437092;1407437111;1404829396;1404845092;6;0
kkst1647090541;Discovery of America : 30 in 30;An Indo-US friendship road trip from New York to California to meet 30 American families in 30 days!;2500;discovery-of-america-30-in-30;;US;USD;1407437191;1407437191;1404237921;1404845191;50;1
kkst957333816;Hitt Sauce PB and J Wing Sauce;Real Texas Peanut Butter and sweet and spicy Homemade Bacon Pepper Jelly go together for the perfect wing sauce.;5000;peanut-butter-and-spicy-pepper-jelly-wing-sauce-wi;;US;USD;1407437215;1407437215;1404831812;1404845215;18;0
kkst1252982803;Project Gamer Needs Your Help!;We are currently building a new online video game review company that will be focused on giving back to the gaming community at large.;10000;project-gamer-needs-your-help;;US;USD;1407437341;1407437341;1404787247;1404845341;1;0
kkst303477395;Vegan Picnic (Canceled);Eating just potato salad is unhealthy. I'll be making an entire picnic celebrating potato salad, coleslaw, beans, and other summer favs;20;picnic-with-potato-salad-and-coleslaw;;US;USD;1407437655;1406252551;1404837215;1404845655;2;0
kkst1274849148;From a Number to a Name: The IPRC Prison Project;The IPRC's prison-writing program empowers incarcerated men with creative writing, self-publishing, and communication skills.;4000;from-a-number-to-a-name-the-iprc-prison-project;;US;USD;1407437754;1407437755;1402615511;1404845754;83;1
kkst1840280481;Out Of Spite T-shirt Designs;I'm going to put out a range of shirts with some of my illustrations on! If it all pans out, I'll also be making tote bags and patches!;300;out-of-spite-t-shirt-designs;;GB;GBP;1407437793;1407437793;1404830971;1404845793;3;0
kkst259553798;Saplings: The Carolina Young Artists' Magazine Launch;A print & digital literary magazine featuring the writing, illustrating, and photography talents of North & South Carolina youth.;800;saplings-the-carolina-young-artists-magazine-launc;;US;USD;1407437880;1407437880;1405450722;1406213345;2;0
kkst1208438728;Nonstick Silicone Baking Mats;We've designed a high-quality baking mat at a fraction of the traditional cost. Now we need your help to bring it to market!;1000;nonstick-silicone-baking-mats;;US;USD;1407437908;1407437908;1404486445;1404845908;59;1
kkst1757339490;2 Love One - Online Clothing You Try Before You Buy;2 Love One is an online clothing store that let's you try it before you buy it, no more waiting for that refund.;25000;2-love-one-online-clothing-you-try-before-you-buy;;US;USD;1407438044;1407438044;1403076639;1404846044;0;0
kkst874233645;ATTiny TinyGrid85 (Arduino);ATTiny board with useful prototyping area;1500;attiny-tinygrid85-arduino;;US;USD;1407438218;1407438218;1404416806;1404846218;23;0
kkst381817474;The McKinleys;"\"Three brothers, The McKinleys, wrongfully convicted of a crime, win a talent show  America's Prisons Have Talent.  Mocumentary/Reality\"";60000;the-mckinleys;;US;USD;1407438227;1407438227;1398284779;1404846227;15;0
